bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5,5,7,4,Detached Bungalow,Gaduwa,Abuja,150000000
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000
5,5,6,5,Detached Duplex,Lekki,Lagos,125000000
4,5,5,5,Semi Detached Duplex,Gwarinpa,Abuja,125000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,52000000
5,5,6,4,Terraced Duplexes,Lekki,Lagos,90000000
3,3,4,2,Semi Detached Bungalow,Mowe Ofada,Ogun,9500000
4,4,5,7,Detached Duplex,Ajah,Lagos,50000000
6,6,7,1,Detached Duplex,Isheri,Lagos,140000000
5,5,6,3,Detached Duplex,Lekki,Lagos,280000000
5,5,6,1,Detached Duplex,Jabi,Abuja,350000000
3,3,3,3,Detached Bungalow,Ibeju Lekki,Lagos,23000000
4,5,5,4,Terraced Duplexes,Asokoro District,Abuja,55000000
3,3,4,3,Detached Bungalow,Port Harcourt,Rivers,12000000
5,5,6,1,Detached Duplex,Port Harcourt,Rivers,50000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
3,5,5,4,Detached Bungalow,Ikorodu,Lagos,13000000
6,5,6,9,Detached Bungalow,Ikorodu,Lagos,17000000
3,3,4,2,Terraced Duplexes,Ajah,Lagos,20000000
5,5,6,4,Detached Duplex,Lekki,Lagos,155000000
6,5,5,4,Detached Duplex,Ikoyi,Lagos,1600000000
4,5,5,5,Detached Duplex,Ajah,Lagos,60000000
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,45000000
5,5,6,7,Detached Duplex,Lekki,Lagos,350000000
4,4,5,4,Detached Duplex,Lekki,Lagos,100000000
5,5,6,4,Detached Duplex,Magodo,Lagos,90000000
2,2,2,4,Detached Bungalow,Ifo,Ogun,20000000
5,4,4,4,Detached Duplex,Ibadan,Oyo,60000000
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,150000000
3,4,4,2,Terraced Duplexes,Lekki,Lagos,36000000
3,4,4,2,Block of Flats,Yaba,Lagos,43000000
5,5,5,4,Detached Duplex,Lekki,Lagos,130000000
1,1,1,4,Detached Duplex,Katampe,Abuja,15000000000
5,6,6,4,Detached Duplex,Lekki,Lagos,75000000
4,4,5,5,Detached Duplex,Lekki,Lagos,110000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,68000000
6,8,8,7,Detached Duplex,Ibadan,Oyo,96000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,550000000
5,5,7,5,Detached Duplex,Ikoyi,Lagos,550000000
4,4,5,3,Detached Duplex,Lekki,Lagos,75000000
5,5,6,8,Detached Duplex,Lekki,Lagos,120000000
3,3,4,2,Terraced Bungalow,Lugbe District,Abuja,24150000
2,3,3,2,Terraced Bungalow,Simawa,Ogun,18500000
1,1,1,1,Detached Duplex,Maitama District,Abuja,950000000
5,5,6,7,Detached Duplex,Wuse,Abuja,250000000
6,6,7,1,Detached Duplex,Ikeja,Lagos,170000000
5,5,5,3,Semi Detached Duplex,Ikoyi,Lagos,320000000
5,6,6,5,Detached Duplex,Lekki,Lagos,110000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
4,4,5,4,Detached Duplex,Isheri North,Lagos,60000000
5,5,6,3,Detached Duplex,Lekki,Lagos,90000000
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,65000000
5,5,6,4,Detached Duplex,Ajah,Lagos,100000000
5,5,5,3,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,58000000
1,1,1,2,Detached Bungalow,Osogbo,Osun,135000000
5,5,6,6,Detached Duplex,Lekki,Lagos,280000000
5,5,5,4,Detached Duplex,Lekki,Lagos,400000000
5,7,7,4,Semi Detached Duplex,Maitama District,Abuja,110000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,110000000
4,4,5,3,Detached Duplex,Lekki,Lagos,64000000
1,5,5,4,Detached Duplex,Maitama District,Abuja,975000000
5,6,6,3,Terraced Duplexes,Life Camp,Abuja,105000000
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,450000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
4,5,5,3,Terraced Duplexes,Gwarinpa,Abuja,250000000
4,4,5,5,Detached Duplex,Ikeja,Lagos,130000000
5,5,6,5,Detached Duplex,Lekki,Lagos,75000000
3,2,2,4,Block of Flats,Ibadan,Oyo,25000000
4,4,5,5,Detached Duplex,Lekki,Lagos,140000000
5,6,6,4,Detached Duplex,Lekki,Lagos,90000000
6,8,8,2,Detached Duplex,Asokoro District,Abuja,750000000
5,5,6,6,Detached Duplex,Lekki,Lagos,95000000
3,3,4,2,Detached Bungalow,Ikeja,Lagos,45000000
4,4,5,4,Detached Duplex,Lekki,Lagos,85000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
4,4,5,4,Detached Duplex,Lekki,Lagos,85000000
3,3,4,5,Block of Flats,Ketu,Lagos,55000000
4,5,5,4,Block of Flats,Owerri Municipal,Imo,150000000
3,3,3,4,Detached Bungalow,Life Camp,Abuja,35000000
5,3,5,7,Detached Duplex,Gwarinpa,Abuja,200000000
3,5,5,4,Block of Flats,Utako,Abuja,35000000
3,3,4,4,Detached Bungalow,Lugbe District,Abuja,40000000
4,4,4,4,Terraced Duplexes,Ajah,Lagos,40000000
1,1,1,2,Detached Duplex,Ibadan North,Oyo,300000000
4,4,5,3,Detached Duplex,Lekki,Lagos,100000000
3,5,5,4,Block of Flats,Ikoyi,Lagos,1900000000
5,6,6,5,Detached Duplex,Lekki,Lagos,140000000
5,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,400000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,72000000
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,140000000
4,5,5,4,Detached Duplex,Ajah,Lagos,70000000
5,6,6,6,Detached Duplex,Kado,Abuja,150000000
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000
4,5,5,4,Block of Flats,Port Harcourt,Rivers,90000000
2,2,3,3,Semi Detached Bungalow,Mbora (Nbora),Abuja,25000000
4,4,4,3,Terraced Duplexes,Lekki,Lagos,28000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
4,4,5,4,Detached Duplex,Lekki,Lagos,95000000
4,5,5,5,Terraced Duplexes,Jahi,Abuja,70000000
5,5,6,2,Detached Duplex,Lekki,Lagos,150000000
5,5,6,6,Detached Duplex,Lekki,Lagos,100000000
3,3,4,3,Detached Duplex,Ifo,Ogun,25000000
6,6,7,4,Detached Duplex,Lekki,Lagos,300000000
5,6,6,7,Detached Duplex,Lekki,Lagos,120000000
6,6,6,5,Detached Duplex,Ikoyi,Lagos,1300000000
6,6,6,6,Detached Duplex,Gwarinpa,Abuja,220000000
4,5,4,4,Detached Duplex,Lekki,Lagos,75000000
5,6,6,1,Detached Duplex,Lekki,Lagos,330000000
4,5,5,4,Terraced Duplexes,Utako,Abuja,120000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000
4,5,5,7,Semi Detached Duplex,Life Camp,Abuja,75000000
4,4,5,3,Terraced Bungalow,Guzape District,Abuja,100000000
4,4,5,4,Detached Duplex,Lekki,Lagos,95000000
2,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,5000000
4,5,5,4,Detached Duplex,Lekki,Lagos,85000000
4,5,5,4,Block of Flats,Ibadan,Oyo,90000000
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,400000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,60000000
5,5,5,5,Detached Duplex,Lekki,Lagos,140000000
2,3,3,2,Terraced Bungalow,Ibeju Lekki,Lagos,14000000
4,4,4,4,Detached Duplex,Lekki,Lagos,65000000
2,2,2,1,Detached Duplex,Asokoro District,Abuja,462837
7,8,8,1,Detached Duplex,Maitama District,Abuja,900000000
4,5,5,6,Detached Duplex,Lekki,Lagos,95000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,450000000
5,5,6,5,Detached Duplex,Lekki,Lagos,250000000
5,4,5,3,Detached Duplex,Lekki,Lagos,105000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,63000000
4,4,5,4,Detached Duplex,Galadimawa,Abuja,140000000
5,5,6,4,Terraced Duplexes,Lekki,Lagos,90000000
5,6,6,4,Detached Duplex,Lekki,Lagos,140000000
2,5,5,4,Detached Duplex,KM 46,Ogun,20000000
4,4,5,3,Terraced Duplexes,Isheri North,Lagos,27000000
5,5,7,6,Detached Duplex,Lekki,Lagos,70000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
3,3,4,4,Terraced Duplexes,Lekki,Lagos,62000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,75000000
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,160000000
8,5,5,4,Block of Flats,Ajah,Lagos,28000000
2,2,3,4,Terraced Bungalow,Mowe Town,Ogun,10500000
3,3,3,4,Block of Flats,Egor,Edo,27000000
5,5,6,5,Detached Duplex,Lekki,Lagos,60000000
5,5,6,4,Detached Duplex,Lekki,Lagos,300000000
7,5,5,4,Detached Duplex,Jabi,Abuja,600000000
4,1,1,1,Block of Flats,Lekki,Lagos,350000000
7,7,8,5,Detached Duplex,Maitama District,Abuja,1000000000
5,5,6,4,Detached Duplex,Ajah,Lagos,60000000
2,3,4,2,Terraced Duplexes,Ajah,Lagos,28000000
3,5,5,5,Detached Duplex,Gbagada,Lagos,55000000
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,30000000
5,5,5,4,Detached Duplex,Lekki,Lagos,450000000
3,3,3,9,Block of Flats,Port Harcourt,Rivers,30000000
3,3,3,4,Block of Flats,Ikoyi,Lagos,1500000000
5,5,5,4,Detached Duplex,Ajah,Lagos,80000000
5,6,6,4,Detached Duplex,Lekki,Lagos,80000000
5,5,6,6,Detached Duplex,Lekki,Lagos,310000000
3,3,4,3,Terraced Duplexes,Gwarinpa,Abuja,39000000
3,3,4,3,Terraced Duplexes,Ajah,Lagos,23000000
4,4,5,4,Semi Detached Bungalow,Lekki,Lagos,55000000
4,4,5,5,Detached Duplex,Katampe,Abuja,43000000
4,4,5,6,Semi Detached Duplex,Ilupeju,Lagos,100000000
3,3,4,1,Block of Flats,Lekki,Lagos,45000000
5,5,5,5,Detached Duplex,Magodo,Lagos,230000000
5,5,6,2,Detached Duplex,Lekki,Lagos,90000000
2,3,3,3,Semi Detached Duplex,Lokogoma District,Abuja,29000000
2,5,5,4,Block of Flats,Lekki,Lagos,30000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,55000000
3,3,4,4,Terraced Duplexes,Lekki,Lagos,44000000
4,5,5,4,Block of Flats,Ajah,Lagos,55000000
3,3,4,4,Detached Bungalow,Mowe Town,Ogun,16000000
4,5,5,4,Block of Flats,Afijio,Oyo,3300000
3,3,4,4,Semi Detached Duplex,Ibeju Lekki,Lagos,29000000
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,150000000
6,7,7,4,Detached Duplex,Lekki,Lagos,275000000
3,3,4,5,Detached Bungalow,Ajah,Lagos,30000000
5,7,7,1,Detached Duplex,Jabi,Abuja,170000000
4,4,5,8,Detached Duplex,Life Camp,Abuja,200000000
4,4,5,4,Detached Duplex,Lekki,Lagos,70000000
5,5,5,4,Detached Duplex,Lekki,Lagos,220000000
4,4,4,4,Detached Bungalow,Ifako-Ijaiye,Lagos,15500000
5,5,6,4,Detached Duplex,Lekki,Lagos,250000000
5,5,6,7,Detached Duplex,Lekki,Lagos,85000000
3,8,8,4,Detached Duplex,Ajah,Lagos,80000000
5,5,6,4,Detached Duplex,Lekki,Lagos,115000000
4,5,5,4,Detached Duplex,Lekki,Lagos,140000000
4,5,6,4,Detached Duplex,Lekki,Lagos,65000000
3,3,3,3,Terraced Duplexes,Ajah,Lagos,65000000
3,3,4,6,Detached Bungalow,Apo,Abuja,19500000
5,6,6,5,Detached Duplex,Lekki,Lagos,220000000
5,5,5,4,Detached Duplex,Lekki,Lagos,130000000
3,3,4,4,Block of Flats,Ikoyi,Lagos,150000000
5,6,6,4,Detached Duplex,Wuse 2,Abuja,250000000
2,2,3,6,Block of Flats,Lekki,Lagos,45000000
4,4,5,4,Detached Duplex,Lekki,Lagos,80000000
3,3,3,4,Detached Bungalow,Nyanya,Abuja,14500000
4,5,6,4,Detached Duplex,Lekki,Lagos,90000000
4,5,5,4,Block of Flats,Wuse 2,Abuja,950000000
2,8,8,4,Block of Flats,Ajah,Lagos,45000000
3,3,3,8,Detached Bungalow,Port Harcourt,Rivers,70000000
5,5,6,3,Detached Duplex,Lekki,Lagos,130000000
2,3,3,4,Semi Detached Bungalow,Mowe Ofada,Ogun,7000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
6,6,7,1,Detached Duplex,Maitama District,Abuja,600000000
3,3,1,4,Block of Flats,Lekki,Lagos,650000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,78000000
3,4,5,3,Block of Flats,Ikoyi,Lagos,260000000
3,4,4,2,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000
5,5,6,4,Detached Duplex,Lekki,Lagos,270000000
4,4,4,4,Terraced Duplexes,Wuye,Abuja,65000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,140000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
3,3,4,3,Terraced Duplexes,Karsana,Abuja,37000000
5,6,6,9,Detached Duplex,Lekki,Lagos,70000000
3,3,4,4,Semi Detached Bungalow,Sango Ota,Ogun,30000000
4,4,5,3,Terraced Duplexes,Katampe,Abuja,110000000
5,5,6,5,Detached Duplex,Lekki,Lagos,200000000
5,5,6,4,Terraced Duplexes,Uyo,Akwa Ibom,100000000
4,6,6,8,Semi Detached Duplex,Lekki,Lagos,450000000
6,7,7,4,Detached Duplex,Lekki,Lagos,400000000
4,4,5,5,Detached Bungalow,Ajah,Lagos,30000000
3,3,3,2,Detached Duplex,Ikoyi,Lagos,56000000
5,6,6,6,Detached Duplex,Lekki,Lagos,120000000
5,5,6,4,Detached Duplex,Lekki,Lagos,110000000
3,3,3,4,Detached Bungalow,Ibarapa North,Oyo,10000000
5,5,6,4,Detached Duplex,Mabushi,Abuja,200000000
4,4,5,3,Detached Duplex,Lekki,Lagos,120000000
3,3,4,5,Detached Bungalow,Lokogoma District,Abuja,19000000
4,4,4,2,Terraced Duplexes,Gaduwa,Abuja,27000000
5,5,6,4,Detached Duplex,Lekki,Lagos,300000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
2,2,2,6,Block of Flats,Port Harcourt,Rivers,28000000
3,3,4,4,Detached Bungalow,Ajah,Lagos,27000000
5,5,6,4,Detached Duplex,Lekki,Lagos,450000000
5,5,6,5,Detached Duplex,Wuye,Abuja,100000000
4,5,5,5,Detached Duplex,Ajah,Lagos,50000000
5,4,5,4,Detached Duplex,Magodo,Lagos,25000000
3,3,4,4,Terraced Duplexes,Victoria Island (VI),Lagos,130000000
6,6,7,6,Detached Duplex,Port Harcourt,Rivers,120000000
5,5,6,4,Detached Duplex,Lekki,Lagos,140000000
4,4,5,3,Detached Duplex,Ajah,Lagos,75000000
5,5,6,4,Detached Duplex,Owerri Municipal,Imo,90000000
4,5,5,4,Block of Flats,Ikoyi,Lagos,14000000000
2,2,3,2,Block of Flats,Lekki,Lagos,50000000
4,5,5,3,Terraced Duplexes,Lekki,Lagos,50000000
6,6,6,4,Detached Bungalow,Ajah,Lagos,40000000
4,4,4,5,Detached Duplex,Ajah,Lagos,70000000
5,5,5,4,Detached Duplex,Magodo,Lagos,180000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,67000000
1,1,1,1,Block of Flats,Magodo,Lagos,120000000
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,100000000
5,5,6,5,Detached Duplex,Lekki,Lagos,80000000
4,4,5,5,Terraced Duplexes,Gwarinpa,Abuja,46000000
1,5,2,2,Terraced Bungalow,Owerri Municipal,Imo,5850000
4,4,4,4,Detached Bungalow,Ipaja,Lagos,24000000
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000
6,6,7,5,Detached Duplex,Lekki,Lagos,360000000
4,4,5,5,Terraced Duplexes,Life Camp,Abuja,65000000
5,6,6,2,Detached Duplex,Enugu,Enugu,60000000
5,5,6,8,Detached Duplex,Lekki,Lagos,170000000
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000
4,4,5,5,Detached Duplex,Lekki,Lagos,45000000
5,5,6,7,Detached Duplex,Lekki,Lagos,140000000
4,4,5,3,Detached Duplex,Lekki,Lagos,125000000
3,3,4,2,Detached Bungalow,Ibeju Lekki,Lagos,46200000
4,5,5,4,Block of Flats,Lekki,Lagos,25000000
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000
3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos,24000000
8,8,8,4,Detached Duplex,Ikeja,Lagos,100000000
4,4,5,6,Detached Duplex,Lekki,Lagos,130000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,50000000
5,5,6,3,Terraced Duplexes,Victoria Island (VI),Lagos,150000000
3,3,3,1,Detached Bungalow,Mowe Town,Ogun,9500000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,50000000
5,6,6,8,Detached Duplex,Magodo,Lagos,180000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,550000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,46000000
5,5,6,4,Detached Duplex,Lekki,Lagos,370000000
5,5,6,5,Detached Duplex,Lekki,Lagos,160000000
4,4,5,4,Terraced Duplexes,Ajah,Lagos,55000000
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,85000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
4,5,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,85000000
4,4,5,3,Terraced Duplexes,Jabi,Abuja,90000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,160000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,190000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,50000000
3,3,4,2,Terraced Duplexes,Life Camp,Abuja,18500000
5,5,6,1,Detached Duplex,Maitama District,Abuja,300000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,56000000
4,4,5,4,Detached Duplex,Lekki,Lagos,95000000
3,3,4,4,Semi Detached Duplex,Kyami,Abuja,18700000
5,5,6,4,Detached Duplex,Lekki,Lagos,185000000
3,2,2,4,Semi Detached Bungalow,Surulere,Lagos,45000000
8,8,1,4,Block of Flats,Owerri Municipal,Imo,25000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,1600000000
3,3,4,4,Detached Duplex,Lekki,Lagos,48000000
3,3,3,4,Block of Flats,Jahi,Abuja,350000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,68000000
2,1,5,1,Block of Flats,Agege,Lagos,60000000
5,4,4,4,Detached Duplex,Ibadan,Oyo,70000000
5,6,6,8,Detached Duplex,Lekki,Lagos,120000000
5,5,5,4,Detached Duplex,Lekki,Lagos,85000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,50000000
5,5,6,4,Detached Duplex,Ajah,Lagos,40000000
5,5,5,4,Detached Bungalow,Port Harcourt,Rivers,150000000
4,4,5,5,Detached Duplex,Lekki,Lagos,150000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,61000000
1,1,1,4,Detached Duplex,Lekki,Lagos,4500000
3,3,4,6,Semi Detached Bungalow,Ajah,Lagos,30000000
5,5,6,6,Detached Duplex,Lekki,Lagos,80000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
4,3,4,2,Block of Flats,Victoria Island (VI),Lagos,7200000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,84000000
3,4,4,4,Semi Detached Bungalow,Mbora (Nbora),Abuja,40000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,70000000
5,6,6,5,Detached Duplex,Lekki,Lagos,145000000
2,2,3,3,Semi Detached Duplex,Lokogoma District,Abuja,28000000
4,4,4,5,Detached Duplex,Ajah,Lagos,65000000
4,4,5,2,Detached Duplex,Lekki,Lagos,75000000
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,150000000
4,5,5,4,Terraced Duplexes,Wuye,Abuja,60000000
3,3,3,1,Semi Detached Bungalow,Mowe Ofada,Ogun,11500000
4,5,5,4,Terraced Duplexes,Maitama District,Abuja,200000000
6,6,7,5,Detached Duplex,Isheri North,Lagos,150000000
2,3,3,4,Semi Detached Bungalow,Mowe Town,Anambara,10000000
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000
7,7,7,1,Detached Bungalow,Alimosho,Lagos,35000000
5,6,6,4,Detached Duplex,Utako,Abuja,170000000
1,5,2,1,Block of Flats,Lekki,Lagos,27000000
5,5,6,6,Detached Duplex,Lekki,Lagos,105000000
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000
7,9,9,5,Detached Duplex,Gwarinpa,Abuja,82000000
4,5,5,5,Detached Duplex,Ajah,Lagos,55000000
3,5,5,4,Semi Detached Bungalow,Mowe Ofada,Ogun,11500000
4,4,5,4,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000
3,5,5,4,Semi Detached Bungalow,Port Harcourt,Anambara,25000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,60000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
3,2,3,7,Block of Flats,Ojota,Lagos,75000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,160000000
5,5,5,4,Detached Duplex,Lekki,Lagos,120000000
5,6,6,4,Detached Duplex,Lekki,Lagos,300000000
4,4,5,4,Detached Duplex,Ajah,Lagos,50000000
2,2,3,3,Terraced Bungalow,Ibeju Lekki,Lagos,14700000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,4,Detached Duplex,Lekki,Lagos,350000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,120000000
5,6,6,9,Detached Duplex,Garki,Abuja,190000000
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000
4,5,5,4,Detached Duplex,Lekki,Lagos,90000000
2,5,5,4,Detached Bungalow,Epe,Lagos,12000000
4,4,5,4,Detached Duplex,Lekki,Lagos,80000000
6,6,6,5,Detached Duplex,Lekki,Lagos,140000000
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,45000000
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000
5,5,6,4,Detached Duplex,Lekki,Lagos,96000000
5,5,7,5,Detached Duplex,Lekki,Lagos,180000000
5,7,7,1,Detached Duplex,Gwarinpa,Abuja,400000000
5,6,6,5,Detached Duplex,Alimosho,Lagos,35000000
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000
6,6,7,8,Detached Duplex,Lekki,Lagos,140000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,900000000
5,5,6,6,Detached Duplex,Lekki,Lagos,145000000
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000
2,3,3,4,Terraced Duplexes,Ibeju Lekki,Lagos,90000
5,6,7,5,Detached Duplex,Lekki,Lagos,110000000
5,5,6,5,Detached Duplex,Lekki,Lagos,200000000
5,5,6,6,Detached Duplex,Lekki,Lagos,110000000
4,4,5,2,Terraced Duplexes,Ajah,Lagos,38000000
3,5,5,4,Block of Flats,Gbagada,Lagos,60000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,65000000
5,5,6,5,Terraced Duplexes,Ikoyi,Lagos,650000000
3,5,5,4,Block of Flats,Ibadan,Oyo,13000000
5,7,7,5,Detached Duplex,Ikoyi,Lagos,950000000
2,2,3,2,Terraced Bungalow,Ifako-Ijaiye,Lagos,14700000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,80000000
3,3,3,4,Terraced Bungalow,Ibeju Lekki,Lagos,18000000
4,5,5,3,Detached Duplex,Ajah,Lagos,40000000
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,50000000
2,5,6,4,Block of Flats,Alimosho,Lagos,29999999
3,3,4,3,Detached Bungalow,Ajah,Lagos,43000000
3,3,4,2,Block of Flats,Victoria Island (VI),Lagos,85000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,150000000
4,5,5,4,Detached Duplex,Katampe,Abuja,900000000
9,9,1,5,Detached Duplex,Oluyole,Oyo,15000000
5,7,7,4,Semi Detached Duplex,Ikoyi,Lagos,350000000
3,3,4,2,Terraced Duplexes,Lekki,Lagos,40000000
5,5,6,5,Detached Duplex,Lekki,Lagos,130000000
4,4,5,3,Detached Duplex,Ikorodu,Lagos,40000000
5,5,6,3,Detached Duplex,Lekki,Lagos,80000000
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,70000000
5,6,6,1,Detached Duplex,Guzape District,Abuja,160000000
5,5,7,8,Detached Duplex,Lekki,Lagos,330000000
5,5,6,7,Detached Duplex,Lekki,Lagos,380000000
2,2,3,3,Block of Flats,Lekki,Lagos,35000000
6,5,7,4,Detached Duplex,Isheri North,Lagos,145000000
2,2,3,3,Terraced Duplexes,Lekki,Lagos,78000000
6,6,7,6,Detached Duplex,Lekki,Lagos,350000000
6,6,8,7,Detached Duplex,Gwarinpa,Abuja,190000000
5,5,6,4,Detached Duplex,Lekki,Lagos,160000000
5,5,6,3,Detached Duplex,Lekki,Lagos,120000000
3,4,4,4,Detached Bungalow,Ajah,Lagos,25650000
5,5,6,5,Detached Duplex,Lekki,Lagos,94000000
4,4,5,4,Detached Duplex,Lekki,Lagos,70000000
3,3,4,2,Block of Flats,Lekki,Lagos,50000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,47000000
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000
5,6,6,4,Detached Duplex,Lekki,Lagos,120000000
4,5,5,4,Terraced Duplexes,Kubwa,Abuja,38900000
4,4,6,4,Detached Bungalow,Ifako-Ijaiye,Lagos,65000000
4,4,5,2,Terraced Duplexes,Karmo,Abuja,27000000
4,4,4,3,Terraced Duplexes,Ikeja,Lagos,180000000
5,7,7,4,Detached Duplex,Lekki,Lagos,75000000
6,6,7,4,Detached Duplex,Lekki,Lagos,150000000
3,3,4,4,Block of Flats,Katampe,Abuja,38000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,50000000
5,5,6,3,Detached Duplex,Lekki,Lagos,98000000
6,6,6,4,Detached Duplex,Ibadan,Oyo,14000000
3,3,4,4,Detached Bungalow,Ojodu,Lagos,25000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
5,5,6,3,Detached Duplex,Lekki,Lagos,400000000
3,3,4,4,Terraced Duplexes,Lekki,Lagos,40000000
4,6,8,8,Detached Duplex,Owerri Municipal,Imo,65000000
3,4,4,6,Detached Bungalow,Agege,Lagos,18500000
4,4,5,4,Detached Duplex,Ajah,Lagos,66000000
3,3,4,2,Block of Flats,Lekki,Lagos,24500000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,375000000
4,5,5,4,Detached Duplex,Ikeja,Lagos,40000000
5,5,5,4,Detached Bungalow,Alimosho,Lagos,39000000
4,4,5,3,Detached Duplex,Lekki,Lagos,75000000
5,5,6,3,Detached Duplex,Lekki,Lagos,200000000
5,6,7,6,Detached Duplex,Lekki,Lagos,95000000
4,5,6,3,Terraced Duplexes,Lekki,Lagos,110000000
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,60000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,80000000
5,5,6,5,Detached Duplex,Lekki,Lagos,95000000
5,5,6,6,Detached Duplex,Port Harcourt,Rivers,30000000
